,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,HasName,AdoptionSpeed
5799,1,1,307,0,2,2,0,0,2,2,2,2,2,2,1,50,41326,0,5,1,1
5800,1,17,307,0,2,7,0,0,2,2,2,1,2,1,1,0,41326,0,0,1,4
5801,1,12,307,0,2,2,3,0,2,2,3,1,3,1,1,0,41326,0,8,1,2
5802,2,15,285,265,1,2,5,7,3,2,1,1,1,1,1,0,41326,0,1,1,1
5803,2,3,265,299,1,1,2,6,2,2,2,1,2,1,1,0,41326,0,5,1,2
5804,1,3,307,0,3,1,2,7,2,1,2,1,2,1,4,0,41326,0,6,1,2
5805,1,2,307,307,2,1,0,0,2,2,1,1,2,1,1,0,41401,0,3,0,4
5806,1,5,141,0,2,5,0,0,2,1,1,1,1,1,1,0,41401,0,5,1,1
5807,1,1,307,0,2,1,7,0,1,1,2,2,2,1,1,0,41401,0,1,0,2
5808,1,1,307,0,3,1,2,0,1,2,1,1,2,1,4,0,41401,0,14,1,3
5809,1,7,307,0,2,2,0,0,2,1,2,1,1,1,1,0,41326,0,5,0,2
5810,2,4,292,0,2,2,7,0,1,1,2,2,2,1,1,0,41401,0,2,1,0
5811,2,36,282,0,2,1,6,7,3,3,1,1,2,2,1,0,41326,0,1,1,1
5812,2,5,264,0,2,6,0,0,2,2,2,1,2,2,1,100,41327,0,6,1,3
5813,2,15,244,0,2,1,2,7,1,2,2,2,2,1,1,0,41326,0,5,1,2
5814,1,2,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,0,1,0,1
5815,1,2,307,0,3,1,2,0,3,1,2,1,2,1,2,50,41326,0,20,1,1
5816,2,2,265,0,3,3,7,0,1,2,2,2,2,1,7,0,41330,0,5,1,3
5817,2,8,266,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,0,1,1,3
5818,2,2,266,0,1,2,7,0,1,1,2,2,2,1,1,0,41326,0,5,1,2
5819,1,3,239,307,1,2,0,0,2,1,3,3,2,1,1,0,41326,0,2,1,3
5820,1,36,218,0,1,7,0,0,2,3,3,1,2,1,1,0,41326,0,5,1,2
5821,1,3,307,0,3,1,2,7,2,1,2,2,2,1,3,0,41326,0,5,1,1
5822,1,14,307,0,2,2,3,0,2,1,1,1,1,1,1,0,41326,0,5,1,4
5823,2,24,266,0,2,1,4,7,2,1,1,1,1,1,1,0,41326,0,4,1,4
5824,1,5,307,0,1,1,2,4,2,1,1,1,2,1,1,0,41330,0,3,1,3
5825,1,84,20,0,2,1,2,7,2,1,1,1,1,1,1,100,41327,0,1,1,4
5826,2,48,266,0,2,2,5,7,3,1,1,1,3,1,1,0,41401,0,1,1,4
5827,2,4,266,0,1,1,7,0,2,1,2,2,2,1,1,0,41342,1,5,1,3
5828,1,3,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,0,3,0,3
5829,2,3,292,266,2,5,6,0,1,1,2,2,2,1,1,0,41326,0,14,1,2
5830,1,3,307,0,1,3,0,0,2,2,1,1,2,1,1,0,41326,0,2,1,4
5831,2,3,299,0,3,2,6,7,1,2,2,2,2,1,2,0,41401,0,2,1,4
5832,1,0,218,0,2,1,0,0,1,2,3,3,3,2,1,0,41326,0,3,1,3
5833,1,2,307,0,1,1,7,0,2,2,2,1,2,1,1,0,41327,0,3,1,2
5834,1,1,307,307,3,1,0,0,2,2,2,2,2,1,2,0,41327,0,5,1,2
5835,1,32,179,0,2,2,0,0,1,1,1,1,1,1,1,500,41326,0,3,1,0
5836,1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41327,0,1,1,4
5837,1,2,307,0,3,1,2,5,2,1,1,1,2,1,5,0,41401,0,11,1,4
5838,1,12,307,0,1,2,0,0,2,1,3,3,3,1,1,0,41326,0,2,0,2
5839,1,24,218,307,2,1,2,7,2,1,1,1,1,1,1,0,41326,0,7,1,4
5840,1,1,307,0,2,2,7,0,2,2,2,2,2,1,1,0,41327,0,3,1,2
5841,2,24,292,0,2,2,5,0,2,2,2,2,2,1,1,100,41326,0,5,1,2
5842,2,2,254,265,2,2,4,7,2,2,1,1,2,1,1,50,41326,0,2,1,1
5843,1,36,307,0,1,1,0,0,2,2,3,3,3,1,1,0,41401,0,1,0,4
5844,1,2,307,26,1,1,2,0,3,2,1,1,2,1,1,0,41326,0,2,1,2
5845,1,48,307,307,1,2,0,0,1,1,1,1,1,1,1,0,41326,0,3,1,3
5846,1,2,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41327,0,1,1,4
5847,2,2,266,0,2,2,0,0,1,1,3,3,3,1,1,0,41401,0,5,1,0
5848,2,3,266,0,2,1,4,7,1,1,1,1,2,1,1,0,41327,0,3,1,2
5849,2,9,265,265,3,1,4,7,2,2,2,3,3,1,2,0,41330,0,3,1,4
5850,2,2,266,0,2,1,4,7,1,1,2,2,2,1,1,0,41326,0,11,1,2
5851,1,3,179,307,1,1,0,0,3,2,3,1,2,1,1,0,41326,0,1,1,1
5852,2,4,266,0,1,3,0,0,2,2,2,2,2,1,1,0,41326,0,1,1,3
5853,1,4,307,0,2,1,0,0,2,1,1,1,3,1,1,0,41327,0,2,1,4
5854,1,8,307,0,1,1,2,5,2,2,1,1,1,1,2,0,41326,0,1,1,4
5855,1,1,307,0,2,1,7,0,2,2,2,2,2,1,1,0,41326,0,5,1,1
5856,1,12,307,0,3,2,0,0,2,2,3,3,3,1,2,0,41401,0,2,1,2
5857,2,2,266,0,1,2,3,5,2,1,1,1,2,1,1,0,41326,0,5,1,2
5858,2,18,266,0,1,2,0,0,1,1,3,1,3,1,1,0,41401,0,6,1,3
5859,2,12,266,0,3,1,2,7,2,1,3,3,3,1,2,0,41401,0,2,1,4
5860,1,3,307,0,2,1,2,0,2,1,2,2,2,1,2,0,41326,0,2,1,4
5861,1,3,307,0,2,1,2,0,2,1,1,1,2,1,1,200,41401,0,2,0,2
5862,1,2,307,0,2,7,0,0,2,1,2,2,2,1,1,20,41327,0,1,1,2
5863,1,12,103,307,2,1,2,0,3,2,2,2,3,1,1,100,41401,0,1,1,4
5864,2,5,266,265,1,4,7,0,2,1,1,1,2,1,1,120,41326,0,5,1,2
5865,2,1,265,0,1,1,7,0,2,2,2,2,2,1,1,0,41326,0,3,1,1
5866,1,24,179,0,1,5,0,0,2,2,1,1,2,1,1,0,41326,0,4,0,1
5867,1,2,307,307,2,2,6,0,2,1,1,1,2,1,2,0,41326,0,2,1,2
5868,2,2,266,0,1,2,0,0,2,2,1,1,2,1,1,0,41326,0,2,1,1
5869,1,1,141,307,2,2,0,0,2,1,3,3,2,1,1,0,41326,0,1,1,3
5870,2,2,266,0,1,3,5,0,1,1,3,1,3,1,1,0,41401,0,5,0,2
5871,2,2,265,0,3,1,6,0,2,2,2,2,2,1,4,0,41326,0,3,0,1
5872,1,3,307,0,1,7,0,0,2,1,1,1,1,1,1,0,41326,3,5,1,3
5873,1,0,307,0,1,2,7,0,2,1,2,1,2,1,1,0,41326,0,4,1,2
5874,2,10,270,292,2,2,0,0,2,1,2,2,2,1,1,0,41326,0,2,1,2
5875,2,4,266,0,1,1,4,7,2,2,2,2,2,1,1,0,41401,0,5,1,2
5876,1,2,307,307,1,2,7,0,2,2,1,1,2,1,1,0,41326,0,1,1,3
5877,1,2,307,0,2,2,0,0,1,1,2,2,2,1,1,0,41326,0,2,1,4
5878,2,2,265,0,1,2,4,7,1,2,2,3,2,1,1,0,41326,0,5,1,2
5879,1,4,307,307,2,2,7,0,2,2,2,1,2,1,1,0,41401,0,7,1,4
5880,1,3,78,76,2,1,7,0,3,1,1,1,2,1,1,0,41401,0,2,1,1
5881,1,84,17,0,3,1,3,0,1,2,1,1,1,1,2,0,41326,0,1,1,4
5882,2,8,266,0,1,7,0,0,2,1,1,1,3,1,1,0,41401,0,3,1,2
5883,1,60,50,307,1,5,6,7,3,1,1,1,1,1,1,0,41326,0,5,1,4
5884,2,2,266,0,2,1,6,7,1,1,2,1,2,1,1,0,41325,0,2,1,1
5885,2,1,266,0,1,1,6,7,1,1,2,2,2,1,1,0,41326,1,6,1,1
5886,1,2,307,0,3,1,7,0,2,1,2,2,2,1,2,0,41326,0,1,1,4
5887,1,91,205,0,2,2,7,0,1,2,1,1,1,1,1,0,41401,0,1,1,2
5888,2,1,266,0,2,4,7,0,1,1,2,2,2,2,1,1,41326,0,16,1,3
5889,1,3,307,0,1,2,7,0,2,1,1,1,3,2,1,0,41326,0,2,1,2
5890,1,4,307,0,2,2,7,0,3,1,2,2,2,1,2,0,41326,0,2,1,4
5891,1,24,218,218,1,7,0,0,2,3,1,1,1,1,1,0,41326,1,4,1,2
5892,2,3,264,265,2,1,2,6,2,2,2,2,3,1,1,0,41401,0,9,1,1
5893,2,2,265,0,2,1,4,7,1,2,2,2,2,1,1,0,41326,0,1,1,2
5894,1,3,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,0,3,1,1
5895,1,12,307,0,1,1,2,0,3,1,3,3,3,2,1,0,41330,0,3,0,4
5896,1,2,307,0,2,1,0,0,2,1,1,2,2,1,1,0,41326,0,1,1,3
5897,1,12,307,0,3,1,7,0,3,1,2,1,2,1,2,0,41326,0,5,1,3
5898,1,60,109,0,1,3,5,7,3,3,1,1,1,1,1,500,41326,0,1,1,1
5899,1,1,307,141,2,1,2,0,1,1,2,2,2,1,6,0,41326,0,5,1,3
5900,1,60,307,103,1,1,2,0,1,1,3,3,1,1,1,0,41326,0,8,1,3
5901,1,4,307,0,1,2,4,0,3,1,1,1,2,1,1,0,41326,0,1,1,4
5902,1,84,26,0,2,1,2,0,3,2,1,1,1,2,1,600,41401,0,4,1,4
5903,1,3,307,0,2,7,0,0,2,2,2,2,2,1,1,300,41401,0,5,1,2
5904,2,12,306,0,1,1,7,0,2,1,3,3,1,1,1,0,41326,0,6,1,3
5905,2,2,303,265,2,1,2,4,2,2,1,2,2,1,1,50,41326,0,2,1,4
5906,2,2,266,0,2,1,7,0,1,1,2,2,2,1,1,0,41401,0,1,1,2
5907,1,3,307,0,1,1,7,0,3,2,3,3,3,1,3,500,41336,0,3,1,3
5908,2,1,299,0,1,3,0,0,3,1,2,2,2,1,1,0,41326,0,12,1,2
5909,2,1,266,0,3,1,3,4,1,1,2,2,2,1,3,50,41401,0,5,1,3
5910,2,8,243,0,2,2,7,0,2,2,2,2,3,1,1,0,41326,0,4,1,0
5911,1,2,307,0,3,1,2,5,2,1,2,2,2,1,2,0,41326,0,4,1,3
5912,2,1,266,299,2,6,0,0,1,1,1,1,2,1,1,0,41326,0,3,1,3
5913,1,24,307,0,1,2,7,0,2,1,1,1,1,1,1,0,41326,0,5,1,4
5914,1,2,307,0,1,1,0,0,2,1,2,1,2,1,1,0,41326,0,3,0,3
5915,1,1,307,0,2,5,0,0,2,1,2,1,2,2,1,0,41326,1,7,1,0
5916,2,3,266,0,1,1,6,7,2,1,2,1,2,1,1,0,41324,0,5,1,2
5917,2,1,266,0,3,1,7,0,2,1,1,1,2,1,4,0,41326,0,4,1,1
5918,1,12,307,0,1,2,7,0,2,1,1,1,2,1,1,0,41326,0,3,1,4
5919,1,60,78,0,2,2,0,0,3,1,3,3,1,2,1,0,41326,0,2,1,1
5920,1,2,307,39,2,2,7,0,2,1,2,2,2,1,1,0,41326,0,9,1,2
5921,2,3,266,0,3,4,6,7,2,1,2,1,2,1,2,0,41335,0,4,1,1
5922,1,1,307,0,1,1,2,0,2,2,2,2,2,1,1,0,41327,0,1,1,2
5923,2,2,283,0,3,1,2,4,1,1,3,3,3,1,3,0,41401,0,2,1,4
5924,1,3,307,307,3,2,5,0,2,1,1,1,3,1,4,0,41326,0,3,1,2
5925,2,6,266,0,1,1,7,0,2,2,2,1,2,1,1,0,41326,0,1,0,4
5926,2,1,265,0,2,1,6,7,2,2,2,2,2,1,1,0,41326,0,4,1,1
5927,1,2,307,0,2,2,0,0,2,1,2,2,2,1,1,20,41327,0,1,1,2
5928,1,37,307,0,1,1,0,0,3,1,1,1,1,1,2,0,41326,0,2,1,4
5929,1,4,307,0,2,3,5,7,2,1,3,3,3,1,1,0,41327,0,1,1,4
5930,1,3,307,307,2,1,0,0,1,2,1,1,2,1,1,0,41401,0,1,1,3
5931,2,4,266,0,2,1,2,4,1,1,2,2,2,1,1,0,41401,0,1,1,4
5932,2,12,265,299,1,2,4,7,3,1,2,1,2,1,1,0,41326,1,5,1,1
5933,1,15,307,0,1,2,0,0,2,1,1,1,1,1,1,0,41326,0,1,1,4
5934,1,6,152,307,1,1,2,0,1,1,2,1,2,1,1,0,41326,0,3,1,4
5935,2,12,266,0,1,3,0,0,3,1,1,1,2,1,1,0,41401,0,3,1,3
5936,1,2,307,0,1,1,2,0,2,2,1,1,2,1,1,0,41326,0,6,1,3
5937,1,1,307,0,1,7,0,0,2,1,3,3,2,1,1,0,41326,0,2,1,3
5938,2,4,306,306,1,1,7,0,3,1,1,1,2,1,1,0,41401,0,5,1,4
5939,1,3,141,192,2,2,7,0,3,1,1,1,2,1,1,0,41326,0,5,1,3
5940,1,6,307,0,2,1,2,5,2,1,1,1,1,1,1,0,41330,0,3,1,3
5941,2,7,299,0,2,1,4,6,2,2,2,2,2,1,1,0,41326,0,1,1,4
5942,2,24,266,266,2,1,2,0,2,1,2,2,2,1,2,0,41330,0,0,1,4
5943,1,4,307,0,2,5,0,0,2,2,1,1,2,1,1,0,41326,0,1,1,3
5944,2,5,283,284,1,2,7,0,2,1,1,1,1,1,1,0,41326,0,2,1,3
5945,2,24,299,0,2,1,6,7,2,2,2,1,1,1,1,20,41401,0,0,1,4
5946,1,6,307,0,2,2,0,0,2,2,1,1,1,1,1,0,41401,0,0,1,4
5947,2,2,265,265,2,6,7,0,1,2,3,1,3,1,1,0,41401,0,13,1,3
5948,2,5,266,0,2,1,3,5,1,1,2,1,2,1,1,0,41401,0,3,1,1
5949,1,84,307,0,1,1,2,0,1,1,1,1,2,1,1,0,41326,1,3,1,4
5950,1,27,307,0,2,2,7,0,2,1,1,1,1,1,1,0,41401,0,6,1,4
5951,1,6,152,213,2,1,0,0,1,2,2,1,2,1,1,0,41401,0,3,1,2
5952,2,34,292,285,2,2,5,0,2,3,3,1,3,1,1,0,41326,0,4,1,2
5953,1,24,218,103,2,1,2,5,3,2,1,1,1,1,1,0,41326,0,2,1,4
5954,1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41326,0,4,0,4
5955,2,2,266,0,3,1,7,0,1,1,2,2,2,1,3,0,41336,0,0,1,4
5956,1,2,307,307,2,2,7,0,2,2,2,1,2,1,1,0,41326,0,4,1,3
5957,2,2,265,0,1,1,7,0,2,2,2,2,2,1,1,50,41326,0,6,1,2
5958,1,24,307,0,1,2,0,0,2,1,3,3,3,1,1,0,41401,0,1,1,4
5959,2,4,265,0,2,3,4,0,2,2,2,2,2,1,1,0,41401,0,4,0,2
5960,1,41,103,0,2,1,2,0,2,2,1,1,1,1,1,0,41326,0,1,1,2
5961,1,36,205,0,1,1,0,0,2,1,1,1,3,1,1,0,41401,0,2,1,2
5962,2,36,299,266,2,4,7,0,1,1,2,1,1,2,1,0,41401,0,2,1,2
5963,2,2,266,284,2,2,6,7,1,1,2,2,2,1,1,0,41326,0,4,1,4
5964,1,3,109,307,2,2,0,0,2,2,2,2,2,1,1,0,41401,0,2,0,3
5965,1,4,141,0,2,1,2,7,2,1,2,1,2,1,4,0,41326,0,2,1,4
5966,2,2,274,285,1,3,5,7,2,2,2,1,2,1,1,100,41326,0,2,1,2
5967,2,1,266,0,1,1,6,7,1,1,2,2,2,1,1,0,41401,0,0,1,2
5968,2,4,301,0,2,1,6,7,2,2,2,2,2,1,1,0,41327,0,1,0,1
5969,1,0,307,0,2,2,7,0,2,2,2,2,2,1,1,0,41326,0,5,1,1
5970,1,4,307,0,2,2,0,0,2,1,1,1,2,1,1,50,41326,0,1,1,3
5971,1,4,103,307,2,1,3,5,2,1,3,3,3,1,1,0,41326,0,3,1,3
5972,1,2,307,307,1,2,0,0,2,2,1,1,2,1,1,0,41326,0,1,1,2
5973,2,16,266,0,1,5,0,0,1,2,2,2,2,1,1,0,41401,0,6,1,1
5974,2,2,266,283,2,1,2,7,1,1,2,1,2,1,1,100,41326,0,10,1,2
5975,2,8,266,0,2,7,0,0,1,1,2,2,2,1,1,0,41401,1,13,1,4
5976,1,35,205,0,1,1,7,0,2,2,1,1,1,1,1,188,41326,0,3,1,2
5977,2,3,264,0,2,7,0,0,2,3,1,1,1,1,1,0,41326,0,4,1,2
5978,1,2,307,0,2,4,0,0,2,1,2,2,2,1,1,20,41327,0,1,1,3
5979,1,48,109,0,1,3,0,0,3,2,2,2,2,2,1,0,41336,0,5,1,1
5980,1,2,307,0,3,1,2,0,2,1,2,2,2,1,8,0,41326,0,5,0,4
5981,2,12,247,0,1,2,0,0,2,2,1,1,2,1,1,350,41326,0,4,0,3
5982,2,7,266,0,1,5,7,0,2,1,1,1,1,1,1,50,41326,0,3,1,1
5983,1,1,307,0,2,1,7,0,2,1,2,1,2,1,1,0,41326,0,3,1,1
5984,1,72,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,2,1,2
5985,2,12,266,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,0,4,1,1
5986,1,1,307,0,3,1,2,7,2,1,2,2,2,1,6,0,41401,0,13,1,3
5987,1,36,307,0,1,1,2,0,2,1,1,1,3,1,1,0,41401,0,8,1,4
5988,1,4,307,0,1,1,2,0,2,1,3,3,3,1,1,0,41326,0,2,1,3
5989,1,1,307,0,3,1,2,0,2,2,2,2,2,1,6,0,41326,0,1,0,1
5990,2,7,266,0,1,6,0,0,2,1,1,1,1,1,1,60,41401,0,3,1,3
5991,2,2,266,0,3,1,2,7,2,2,2,2,2,1,4,0,41326,0,20,1,1
5992,2,12,265,0,1,4,7,0,3,2,1,1,3,1,1,0,41326,0,6,1,4
5993,1,2,179,0,1,5,0,0,2,3,1,1,2,1,1,50,41326,0,4,1,1
5994,1,3,178,0,1,1,7,0,2,2,1,1,2,1,1,380,41326,0,1,1,1
5995,2,4,265,0,1,1,7,0,2,2,2,2,2,1,1,0,41326,0,1,1,3
5996,1,3,307,307,1,1,0,0,2,1,2,2,2,1,1,0,41401,0,2,1,0
5997,1,1,307,0,1,2,0,0,1,1,2,1,2,1,2,0,41326,0,4,0,4
5998,2,8,265,266,1,4,5,7,2,1,2,1,2,1,10,0,41401,0,4,1,0
5999,2,6,266,0,1,2,0,0,2,1,1,1,2,1,1,0,41326,0,4,1,4
6000,1,12,218,0,2,5,0,0,1,1,3,3,3,1,1,0,41401,0,5,0,3
6001,1,1,307,26,2,1,2,0,3,2,1,1,2,1,1,0,41326,0,3,1,2
6002,2,9,265,0,2,7,0,0,2,2,1,1,2,1,1,40,41326,0,4,1,2
6003,2,24,266,0,2,2,3,7,2,1,1,1,1,1,1,0,41326,0,7,1,1
6004,2,2,266,266,3,1,4,0,2,1,2,2,2,1,4,50,41401,0,2,1,4
6005,1,2,141,307,1,2,7,0,2,2,2,2,2,1,1,0,41401,0,1,0,2
6006,2,4,266,0,2,1,0,0,2,1,2,2,2,1,1,5,41326,0,0,0,2
6007,1,48,103,0,2,2,0,0,4,2,1,1,2,1,1,0,41326,0,1,1,2
6008,1,2,307,150,1,1,2,0,2,1,1,1,2,1,2,0,41326,0,2,1,2
6009,2,6,266,0,1,1,0,0,1,1,1,1,1,1,1,0,41401,0,2,1,1
6010,2,4,266,0,2,1,4,7,1,1,2,2,2,1,7,0,41326,0,4,1,3
6011,1,2,307,10,1,2,7,0,2,1,1,1,2,1,1,200,41326,0,3,1,3
6012,1,6,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41327,0,2,1,3
6013,1,72,307,0,1,2,0,0,2,1,1,1,3,1,1,0,41401,0,1,1,4
6014,1,48,128,0,1,2,7,0,1,1,1,1,3,1,1,0,41326,0,3,1,2
6015,1,84,307,0,1,4,0,0,2,1,2,2,1,1,1,0,41326,0,3,1,4
6016,2,4,285,265,1,1,7,0,2,2,1,1,2,1,1,0,41326,0,3,1,1
6017,2,2,266,0,2,6,7,0,1,1,2,2,2,1,1,50,41326,0,4,1,3
6018,2,3,266,285,2,1,7,0,2,2,1,1,2,1,1,0,41401,0,2,0,1
6019,1,2,307,0,2,2,0,0,2,1,2,2,3,1,1,5,41327,0,2,1,4
6020,2,2,265,0,1,1,2,6,2,2,2,1,2,1,1,50,41326,1,5,1,1
6021,2,3,266,0,1,1,6,7,2,1,2,1,2,1,1,0,41326,0,1,1,3
6022,1,1,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41326,0,2,1,2
6023,2,2,266,0,3,1,5,7,2,2,1,1,1,1,2,0,41401,0,12,1,4
6024,2,1,285,266,2,1,2,7,1,2,2,1,2,1,1,0,41401,0,2,1,1
6025,1,1,307,307,3,1,2,0,2,2,2,2,2,1,3,0,41326,0,6,0,3
6026,2,24,299,0,2,1,6,0,1,1,1,1,1,1,1,0,41330,0,4,1,3
6027,1,1,307,307,2,1,2,0,2,2,2,2,2,1,1,0,41326,0,1,1,3
6028,2,5,266,0,2,1,4,7,2,1,2,2,2,1,1,0,41326,0,2,1,3
6029,2,3,265,0,1,1,7,0,1,2,2,2,2,1,1,0,41326,0,4,1,1
6030,2,2,283,0,1,1,7,0,1,1,3,3,3,1,1,0,41327,0,1,0,4
6031,2,1,266,0,1,1,6,7,2,1,3,1,2,1,1,0,41326,0,2,1,1
6032,1,2,307,0,3,2,5,7,2,1,2,1,2,1,4,0,41326,0,8,1,2
6033,2,6,266,266,2,1,4,7,2,1,2,1,2,1,1,0,41401,0,3,1,4
6034,2,3,266,243,2,7,0,0,1,1,1,1,2,1,1,0,41326,0,2,1,1
6035,1,1,307,0,3,1,2,5,2,1,2,2,2,1,9,0,41326,0,15,1,3
6036,1,2,307,307,2,2,0,0,2,2,2,1,2,1,1,0,41326,0,2,1,4
6037,2,3,266,292,2,2,5,0,1,1,3,3,3,1,1,0,41401,0,6,1,2
6038,2,2,266,0,2,1,2,7,1,1,2,2,2,1,4,0,41401,0,4,1,1
6039,2,3,266,0,3,1,7,0,2,1,1,1,2,1,3,0,41330,0,9,1,4
6040,1,2,307,0,2,2,0,0,3,1,2,1,2,1,1,0,41327,0,1,0,2
6041,2,3,254,254,2,2,7,0,1,1,2,2,3,1,2,0,41326,0,4,1,3
6042,2,15,292,266,1,2,5,0,2,1,3,3,3,1,1,0,41326,0,3,1,1
6043,1,30,307,0,1,1,0,0,2,2,1,1,1,1,1,0,41326,0,1,1,2
6044,1,84,231,179,2,7,0,0,2,2,3,3,3,2,2,400,41326,0,2,1,1
6045,2,3,266,0,1,1,0,0,2,1,2,1,2,1,1,0,41401,0,20,1,3
6046,2,2,266,256,2,2,0,0,3,1,2,2,2,1,3,0,41326,0,5,1,1
6047,2,3,266,0,1,2,6,0,1,1,1,1,1,1,1,0,41326,0,2,1,3
6048,2,6,266,0,2,1,2,0,2,1,1,1,1,1,1,100,41401,0,1,1,4
6049,2,24,264,0,1,1,0,0,2,3,2,2,1,1,1,0,41326,0,1,1,4
6050,2,1,265,0,1,6,7,0,1,2,2,2,2,1,1,0,41401,0,5,0,1
6051,2,2,266,0,1,3,4,0,1,1,2,2,2,1,1,0,41326,0,5,1,1
6052,1,3,307,0,3,1,2,0,2,1,2,2,2,1,3,0,41326,0,12,1,3
6053,1,1,307,0,1,2,3,5,2,2,2,1,2,1,1,0,41326,0,5,1,3
6054,2,27,265,0,2,3,5,6,3,2,1,1,3,1,1,0,41332,0,1,1,4
6055,1,24,141,141,1,1,0,0,3,2,1,1,1,1,1,0,41326,0,2,1,1
6056,2,2,266,0,1,4,7,0,1,1,2,2,2,1,1,0,41326,0,5,1,3
6057,2,3,265,0,3,1,3,7,2,1,3,3,2,1,2,10,41327,0,3,1,1
6058,2,2,266,0,1,1,7,0,2,1,2,1,2,1,1,0,41401,0,4,1,2
6059,1,4,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41326,0,4,1,1
6060,1,3,307,0,2,1,2,0,2,1,2,1,2,1,1,90,41326,0,1,1,3
6061,1,24,307,0,1,1,2,0,3,2,3,3,2,1,1,0,41401,0,5,1,3
6062,2,2,266,265,1,2,4,7,2,1,2,2,2,2,2,0,41326,0,2,1,1
6063,2,2,265,0,2,1,2,5,2,2,1,2,2,1,1,20,41401,0,3,1,4
6064,1,24,307,0,2,1,7,0,2,1,1,1,3,1,1,100,41327,0,1,1,4
6065,1,1,307,0,2,2,0,0,2,1,2,2,2,1,1,20,41327,0,1,1,2
6066,1,3,307,307,3,1,2,0,2,2,2,2,2,1,6,0,41401,0,5,1,4
6067,1,12,307,0,2,5,0,0,2,1,1,1,1,1,1,0,41401,0,5,1,4
6068,2,3,265,254,2,1,4,7,2,2,2,1,2,1,1,150,41326,0,8,1,4
6069,2,3,266,0,1,2,7,0,2,1,2,2,2,1,1,0,41401,0,0,1,1
6070,2,2,266,0,1,1,0,0,2,1,1,1,1,1,1,100,41326,0,3,1,3
6071,1,60,307,0,1,7,0,0,1,2,3,3,3,1,1,0,41401,0,4,1,2
6072,1,3,307,0,2,1,7,0,2,1,1,1,2,1,1,0,41401,0,9,1,3
6073,1,5,141,307,2,3,5,0,2,1,2,1,1,1,1,0,41326,0,2,1,3
6074,1,6,128,307,2,2,7,0,2,2,1,1,1,1,1,0,41326,0,3,0,3
6075,2,3,265,0,1,4,0,0,1,2,2,2,2,1,1,0,41401,0,4,1,1
6076,1,1,307,0,3,1,2,0,2,1,2,2,1,1,7,20,41326,0,1,1,4
6077,2,2,285,0,1,1,7,0,2,3,2,1,2,1,1,600,41326,0,5,1,2
6078,1,2,307,0,1,1,7,0,1,1,2,2,2,1,1,0,41330,0,2,1,2
6079,1,6,307,0,2,2,0,0,1,1,1,1,2,1,1,0,41326,0,2,1,4
6080,2,1,277,299,1,1,2,3,2,1,2,1,2,1,1,0,41326,0,4,0,2
6081,1,3,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,0,4,1,3
6082,1,2,307,307,1,2,4,5,1,1,1,1,2,1,1,0,41330,0,2,1,3
6083,1,3,141,20,2,1,2,0,2,2,3,3,2,1,1,0,41327,0,2,1,2
6084,1,36,307,0,1,3,0,0,2,2,1,1,2,1,1,0,41326,0,2,1,4
6085,2,6,266,0,1,2,7,0,2,1,1,1,2,1,1,0,41326,0,4,1,3
6086,1,1,307,0,2,2,3,0,1,1,1,2,2,1,1,30,41401,0,5,1,4
6087,2,5,266,0,1,4,5,7,2,1,3,3,3,1,2,0,41326,0,5,0,4
6088,1,10,307,0,1,1,2,0,2,1,1,1,1,1,1,0,41401,0,6,1,4
6089,2,2,266,0,3,1,2,0,2,1,2,1,2,1,2,0,41326,0,3,1,2
6090,1,3,307,0,2,7,0,0,2,2,2,1,2,1,1,0,41336,0,3,1,2
6091,1,2,307,0,3,1,2,0,2,1,1,1,2,1,12,0,41401,0,6,1,3
6092,2,2,265,265,1,4,7,0,2,2,2,2,2,1,2,0,41326,0,6,1,2
6093,1,6,307,0,2,1,2,0,2,1,1,1,1,1,1,150,41326,0,3,1,3
6094,2,7,266,0,1,6,0,0,2,1,1,1,1,1,1,100,41326,0,1,1,2
6095,2,4,266,0,3,1,2,7,2,1,1,1,2,1,4,0,41401,0,9,1,2
6096,2,2,266,0,1,3,7,0,1,1,2,2,2,1,1,0,41326,0,5,1,2
6097,2,4,266,0,2,7,0,0,2,1,1,1,2,1,1,0,41326,0,3,1,1
6098,2,1,254,265,1,4,7,0,2,2,2,2,2,1,1,0,41326,0,5,1,1
6099,2,24,264,265,2,2,6,7,1,2,2,2,2,1,5,0,41325,0,2,0,1
6100,1,11,307,307,2,1,5,0,2,2,1,1,1,1,1,0,41326,0,6,1,4
